PRVDR_CTGRY_SBTYP_CD,PRVDR_CTGRY_CD,CITY_NAME,ACPTBL_POC_SW,CMPLNC_STUS_CD,SSA_CNTY_CD,CROSS_REF_PROVIDER_NUMBER,CRTFCTN_DT,ELGBLTY_SW,FAC_NAME,INTRMDRY_CARR_CD,MDCD_VNDR_NUM,ORGNL_PRTCPTN_DT,CHOW_PRIOR_DT,INTRMDRY_CARR_PRIOR_CD,PRVDR_NUM,RGN_CD,SKLTN_REC_SW,STATE_CD,SSA_STATE_CD,STATE_RGN_CD,ST_ADR,PGM_TRMNTN_CD,TRMNTN_EXPRTN_DT,CRTFCTN_ACTN_TYPE_CD,GNRL_CNTL_TYPE_CD,ZIP_CD,FIPS_STATE_CD,FIPS_CNTY_CD,CBSA_URBN_RRL_IND,CBSA_CD,AFFILIATED_PROVIDER_NUMBER_1,AFFILIATED_PROVIDER_NUMBER_2,AFFILIATED_PROVIDER_NUMBER_3,AFFILIATED_PROVIDER_NUMBER_4,AFFILIATED_PROVIDER_NUMBER_5,AFFILIATED_PROVIDER_NUMBER_6,Geography,Civilian noninstitutionalized population,Insured Estimate,Insured %,Privately Insured Estimate,Privately Insured Percent,Public or subsidized Coveraged,"
Public coverage 
 Percent",No health insurance coverage Estimate,No health insurance coverage Percent,Summary Level,County,Place,Geography.1,Total Civilian Noninstitutionalized Population,Avg orMedian age in years,Total Households Estimate,Prop Family households,Prop Nonfamily households,Average household size,Average family size,Gps living with gcs under 18 years,Prop  Gps caring for gc over 18,Number of Veterans,Veterans as Prop of population,Unemployed veterans Prop of labour force,Hispani or Latino,Hispanicor Latino Prop,White,White Prop,Black Estimate,Black Prop,Native American/Alaskan,Native American or Alaskan Prop,Asian,Asian Prop,Native Hawaiian/Pacific Islander,Native Hawaiian or Pacific Islander Prop,"Other Race Only, Not Hispanic or Latino","Other Race Only, Not Hispanic/Latino Prop","Two or more races alone, Not Hispanic or Latino Estimate","Two or more races alone, Not Hispanic or Latino Prop",Prop Native Born,Prop Foreign born,Prop of Foreign Born who are Naturalized U.S. citizen,Pop 5 years +,Pop 5 years + foreign language at home,Pop 5 years + with poor English,Unnamed: 0,lons,lats,names,grade,addresses,ZIP2
1,22,SOUTH EL MONTE,N,NULL,200,NULL,19921228,N,GREATER EL MONTE COMMUNITY HOSPITAL LABORATORY,NULL,NULL,19921228,NULL,NULL,05D0060292,9,Y,CA,5,M1,1701 SANTA ANITA AVE,0,20190102,NULL,4,91733,6,37,U,31084,05D0642839,05D0684818,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69,-118.043372,34.0481521,GREATER EL MONTE COMMUNITY HOSPITAL,b,"1701 SANTA ANITA AVENUE
                SOUTH EL MONTE, CA 91733-3411",917333411
1,22,HOLLISTER,N,NULL,450,NULL,19930119,N,HAZEL HAWKINS MEMORIAL HOSPITAL-LAB,NULL,NULL,19930119,NULL,NULL,05D0063233,9,Y,CA,5,LAB,911 SUNSET DRIVE,0,20190102,NULL,2,95023,6,69,U,41940,05D0590504,05D0915533,05D0915534,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,191,-121.3861055,36.8338985,HAZEL HAWKINS MEMORIAL HOSPITAL,a,"911 SUNSET DRIVE
                HOLLISTER, CA 95023-5695",950235695
1,22,LOS ALAMITOS,N,NULL,400,NULL,19930106,N,LOS ALAMITOS MEDICAL CENTER LABORATORY,NULL,NULL,19930106,NULL,NULL,05D0553391,9,Y,CA,5,M1,3751 KATELLA AVENUE,0,20190102,NULL,4,90720,6,59,U,11244,05D0553292,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,-118.0671158,33.8043758,LOS ALAMITOS MEDICAL CENTER,c,"3751 KATELLA AVENUE
                LOS ALAMITOS, CA 90720-3164",907203164
1,22,ORANGE,N,NULL,400,NULL,19930119,N,SAINT JOSEPH HOSPITAL-LABORATORY,NULL,NULL,19930119,NULL,NULL,05D0579177,9,Y,CA,5,LAB,1100 WEST STEWART DRIVE,0,20190227,NULL,1,92868,6,59,U,11244,05D0858739,05D0888613,05D0903040,NULL,NULL,NULL,ORANGE COUNTY,3175155,2939104,92.6,2115027,66.6,1089022,34.3,236051,7.4,50,59,NULL,ORANGE COUNTY,3175155,37.9,1037312,71.9,28.1,3.03,3.52,85231,17.7,109404,4.4,5.4,1091887,34.2,1287395,40.4,52246,1.6,5735,0.2,649015,20.3,7426,0.2,4439,0.1,92257,2.9,69.9,30.1,55.1,3003239,46,19.5,60,-117.8652002,33.7819985,ST. JOSEPH HOSPITAL OF ORANGE,a,"1100 WEST STEWART DRIVE
                ORANGE, CA 92868-5600",928685600
1,22,ORANGE,N,NULL,400,05D0703379,19930305,N,UCI MEDICAL CENTER,NULL,NULL,19930305,NULL,NULL,05D0579200,9,Y,CA,5,M1,101 THE CITY DR,0,20190227,NULL,7,92868,6,59,U,11244,NULL,NULL,NULL,NULL,NULL,NULL,ORANGE COUNTY,3175155,2939104,92.6,2115027,66.6,1089022,34.3,236051,7.4,50,59,NULL,ORANGE COUNTY,3175155,37.9,1037312,71.9,28.1,3.03,3.52,85231,17.7,109404,4.4,5.4,1091887,34.2,1287395,40.4,52246,1.6,5735,0.2,649015,20.3,7426,0.2,4439,0.1,92257,2.9,69.9,30.1,55.1,3003239,46,19.5,63,-117.8901339,33.7879885,UNIVERSITY OF CALIFORNIA IRVINE HEALTH,a,"101 THE CITY DRIVE S.
                ORANGE, CA 92868-3298",928683298
1,22,ORANGE,N,NULL,400,NULL,19930119,N,SAINT JOSEPH HOSPITAL-LABORATORY,NULL,NULL,19930119,NULL,NULL,05D0579177,9,Y,CA,5,LAB,1100 WEST STEWART DRIVE,0,20190227,NULL,1,92868,6,59,U,11244,05D0858739,05D0888613,05D0903040,NULL,NULL,NULL,ORANGE COUNTY,3175155,2939104,92.6,2115027,66.6,1089022,34.3,236051,7.4,50,59,NULL,ORANGE CITY,136749,35.2,42663,72.1,27.9,3.13,3.43,N,N,4502,4,0,56866,40.5,63066,44.9,1434,1,252,0.2,15686,11.2,155,0.1,185,0.1,2913,2.1,76.4,23.6,45.9,133673,42.2,14.4,60,-117.8652002,33.7819985,ST. JOSEPH HOSPITAL OF ORANGE,a,"1100 WEST STEWART DRIVE
                ORANGE, CA 92868-5600",928685600
1,22,ORANGE,N,NULL,400,05D0703379,19930305,N,UCI MEDICAL CENTER,NULL,NULL,19930305,NULL,NULL,05D0579200,9,Y,CA,5,M1,101 THE CITY DR,0,20190227,NULL,7,92868,6,59,U,11244,NULL,NULL,NULL,NULL,NULL,NULL,ORANGE COUNTY,3175155,2939104,92.6,2115027,66.6,1089022,34.3,236051,7.4,50,59,NULL,ORANGE CITY,136749,35.2,42663,72.1,27.9,3.13,3.43,N,N,4502,4,0,56866,40.5,63066,44.9,1434,1,252,0.2,15686,11.2,155,0.1,185,0.1,2913,2.1,76.4,23.6,45.9,133673,42.2,14.4,63,-117.8901339,33.7879885,UNIVERSITY OF CALIFORNIA IRVINE HEALTH,a,"101 THE CITY DRIVE S.
                ORANGE, CA 92868-3298",928683298
1,22,OCEANSIDE,N,NULL,470,NULL,19930512,N,TRI CITY MEDICAL CTR CARDIOPULMONARY,NULL,NULL,19930512,NULL,NULL,05D0568204,9,Y,CA,5,LAB,4002 VISTA WAY,12,19990101,NULL,5,92056,6,73,U,41740,NULL,NULL,NULL,NULL,NULL,NULL,OCEANSIDE CITY,173499,159293,91.8,116345,67.1,66458,38.3,14206,8.2,160,73,53322,OCEANSIDE CITY,173499,39,61138,69.2,30.8,2.87,3.35,4014,31,16234,11.8,2.4,63729,36.2,82615,46.9,8641,4.9,1093,0.6,13731,7.8,675,0.4,138,0.1,5586,3.2,78.8,21.2,55.3,166537,33.6,12.6,35,-117.2902595,33.1851545,TRI-CITY MEDICAL CENTER OF OCEANSIDE,c,"4002 VISTA WAY
                OCEANSIDE, CA 92056-4506",920564506
1,22,WEST HILLS,N,NULL,200,NULL,19930104,N,WEST HILLS HOSPITAL & MEDICAL CENTER,NULL,NULL,19930104,NULL,NULL,05D0557618,9,Y,CA,5,LAB,7300 MEDICAL CENTER DR,0,20190227,NULL,4,91307,6,37,U,31084,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,131,-118.6287791,34.2029255,WEST HILLS HOSPITAL AND MEDICAL CENTER,c,"7300 MEDICAL CENTER DRIVE
                WEST HILLS, CA 91307-1901",913071901
1,22,SYLMAR,N,NULL,200,NULL,19930430,N,LOS ANGELES CO-OLIVE VIEW-UCLA MEDICAL,NULL,NULL,19930430,NULL,NULL,05D0558588,9,Y,CA,5,LAB,14445 OLIVE VIEW DRIVE,0,20190227,NULL,6,91342,6,37,U,31084,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103,-118.4459572,34.3259095,LOS ANGELES COUNTY - OLIVE VIEW UCLA MEDICAL CENTER,c,"14445 OLIVE VIEW DRIVE
                SYLMAR, CA 91342-1495",913421495
1,22,MISSION HILLS,N,NULL,200,NULL,19921218,N,PROVIDENCE HOLY CROSS MEDICAL CENTER,NULL,NULL,19921218,NULL,NULL,05D0558775,9,Y,CA,5,M1,15031 RINALDI ST,0,20190102,NULL,1,91345,6,37,U,31084,05D0642785,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108,-118.460335,34.280154,PROVIDENCE HOLY CROSS MEDICAL CENTER,c,"15031 RINALDI STREET
                MISSION HILLS, CA 91345-1285",913451285
1,22,TARZANA,N,NULL,200,NULL,19921215,N,PROVIDENCE TARZANA MEDICAL CENTER CLINICAL,NULL,NULL,19921215,NULL,NULL,05D0559238,9,Y,CA,5,M1,18321 CLARK ST,0,20190227,NULL,4,91356,6,37,U,31084,05D0559699,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,124,-118.5322725,34.1704136,PROVIDENCE TARZANA MEDICAL CENTER,c,"18321 CLARK STREET
                TARZANA, CA 91356-3521",913563521
1,22,VAN NUYS,N,NULL,200,NULL,19921215,N,VALLEY PRESBYTERIAN HOSPITAL-,NULL,NULL,19921215,NULL,NULL,05D0560695,9,Y,CA,5,M1,15107 VANOWEN ST,0,20190102,NULL,3,91405,6,37,U,31084,05D0642828,05D0708426,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115,-118.4632934,34.1950316,VALLEY PRESBYTERIAN HOSPITAL,d,"15107 VANOWEN STREET
                VAN NUYS, CA 91405-4598",914054598
1,22,ORANGE,N,NULL,400,NULL,19930119,N,SAINT JOSEPH HOSPITAL-LABORATORY,NULL,NULL,19930119,NULL,NULL,05D0579177,9,Y,CA,5,LAB,1100 WEST STEWART DRIVE,0,20190227,NULL,1,92868,6,59,U,11244,05D0858739,05D0888613,05D0903040,NULL,NULL,NULL,ORANGE CITY,136749,128171,93.7,95488,69.8,42290,30.9,8578,6.3,160,59,53980,ORANGE COUNTY,3175155,37.9,1037312,71.9,28.1,3.03,3.52,85231,17.7,109404,4.4,5.4,1091887,34.2,1287395,40.4,52246,1.6,5735,0.2,649015,20.3,7426,0.2,4439,0.1,92257,2.9,69.9,30.1,55.1,3003239,46,19.5,60,-117.8652002,33.7819985,ST. JOSEPH HOSPITAL OF ORANGE,a,"1100 WEST STEWART DRIVE
                ORANGE, CA 92868-5600",928685600
1,22,ORANGE,N,NULL,400,05D0703379,19930305,N,UCI MEDICAL CENTER,NULL,NULL,19930305,NULL,NULL,05D0579200,9,Y,CA,5,M1,101 THE CITY DR,0,20190227,NULL,7,92868,6,59,U,11244,NULL,NULL,NULL,NULL,NULL,NULL,ORANGE CITY,136749,128171,93.7,95488,69.8,42290,30.9,8578,6.3,160,59,53980,ORANGE COUNTY,3175155,37.9,1037312,71.9,28.1,3.03,3.52,85231,17.7,109404,4.4,5.4,1091887,34.2,1287395,40.4,52246,1.6,5735,0.2,649015,20.3,7426,0.2,4439,0.1,92257,2.9,69.9,30.1,55.1,3003239,46,19.5,63,-117.8901339,33.7879885,UNIVERSITY OF CALIFORNIA IRVINE HEALTH,a,"101 THE CITY DRIVE S.
                ORANGE, CA 92868-3298",928683298
1,22,IRVINE,N,NULL,400,NULL,19930212,N,IRVINE REGIONAL HOSPITAL & MEDICAL,NULL,NULL,19930212,NULL,NULL,05D0581971,9,Y,CA,5,LAB,16200 SAND CANYON AVENUE,5,20090115,NULL,4,92618,6,59,U,11244,NULL,NULL,NULL,NULL,NULL,NULL,IRVINE CITY,277245,264579,95.4,222699,80.3,58082,20.9,12666,4.6,160,59,36770,IRVINE CITY,277245,34.1,97161,67.9,32.1,2.78,3.24,N,N,4958,2.3,0,29443,10.6,114664,41.3,5048,1.8,456,0.2,114317,41.2,838,0.3,152,0.1,12518,4.5,60,40,51.8,261958,51.3,17,53,-117.7722362,33.6608946,HOAG HOSPITAL IRVINE,a,"16200 SAND CANYON AVENUE
                IRVINE, CA 92618",92618
1,22,ORANGE,N,NULL,400,NULL,19930119,N,SAINT JOSEPH HOSPITAL-LABORATORY,NULL,NULL,19930119,NULL,NULL,05D0579177,9,Y,CA,5,LAB,1100 WEST STEWART DRIVE,0,20190227,NULL,1,92868,6,59,U,11244,05D0858739,05D0888613,05D0903040,NULL,NULL,NULL,ORANGE CITY,136749,128171,93.7,95488,69.8,42290,30.9,8578,6.3,160,59,53980,ORANGE CITY,136749,35.2,42663,72.1,27.9,3.13,3.43,N,N,4502,4,0,56866,40.5,63066,44.9,1434,1,252,0.2,15686,11.2,155,0.1,185,0.1,2913,2.1,76.4,23.6,45.9,133673,42.2,14.4,60,-117.8652002,33.7819985,ST. JOSEPH HOSPITAL OF ORANGE,a,"1100 WEST STEWART DRIVE
                ORANGE, CA 92868-5600",928685600
1,22,ORANGE,N,NULL,400,05D0703379,19930305,N,UCI MEDICAL CENTER,NULL,NULL,19930305,NULL,NULL,05D0579200,9,Y,CA,5,M1,101 THE CITY DR,0,20190227,NULL,7,92868,6,59,U,11244,NULL,NULL,NULL,NULL,NULL,NULL,ORANGE CITY,136749,128171,93.7,95488,69.8,42290,30.9,8578,6.3,160,59,53980,ORANGE CITY,136749,35.2,42663,72.1,27.9,3.13,3.43,N,N,4502,4,0,56866,40.5,63066,44.9,1434,1,252,0.2,15686,11.2,155,0.1,185,0.1,2913,2.1,76.4,23.6,45.9,133673,42.2,14.4,63,-117.8901339,33.7879885,UNIVERSITY OF CALIFORNIA IRVINE HEALTH,a,"101 THE CITY DRIVE S.
                ORANGE, CA 92868-3298",928683298
1,22,RIVERSIDE,N,NULL,430,NULL,19921221,N,RIVERSIDE COMMUNITY HOSPITAL CLINICAL LABORATORY,NULL,NULL,19921221,NULL,NULL,05D0575378,9,Y,CA,5,M1,4445 MAGNOLIA AVE,0,20190227,NULL,3,92501,6,65,U,40140,NULL,NULL,NULL,NULL,NULL,NULL,RIVERSIDE COUNTY,2400720,2208502,92,1395539,58.1,1017612,42.4,192218,8,50,65,NULL,RIVERSIDE COUNTY,2400720,35.6,718733,72.4,27.6,3.32,3.95,89658,18.1,122152,6.8,5.3,1188993,49.1,851484,35.1,147495,6.1,11358,0.5,155732,6.4,4664,0.2,8014,0.3,55526,2.3,78.8,21.2,49.8,2264417,40.7,15.4,22,-117.3816002,33.9767808,RIVERSIDE COMMUNITY HOSPITAL,c,"4445 MAGNOLIA AVENUE
                RIVERSIDE, CA 92501-4199",925014199
1,22,RIVERSIDE,N,A,430,NULL,20110722,Y,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,NULL,NULL,19921228,NULL,NULL,05D0575478,9,N,CA,5,LAB,3865 JACKSON ST,0,20190102,5,6,92503,6,65,U,40140,NULL,NULL,NULL,NULL,NULL,NULL,RIVERSIDE COUNTY,2400720,2208502,92,1395539,58.1,1017612,42.4,192218,8,50,65,NULL,RIVERSIDE COUNTY,2400720,35.6,718733,72.4,27.6,3.32,3.95,89658,18.1,122152,6.8,5.3,1188993,49.1,851484,35.1,147495,6.1,11358,0.5,155732,6.4,4664,0.2,8014,0.3,55526,2.3,78.8,21.2,49.8,2264417,40.7,15.4,27,-117.4398166,33.9269682,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,d,"3865 JACKSON STREET
                RIVERSIDE, CA 92503-3998",925033998
1,22,RIVERSIDE,N,NULL,430,NULL,19921228,N,PARKVIEW COMM HOSPITAL MED CTR NICU,NULL,NULL,19921228,NULL,NULL,05D0575483,9,Y,CA,5,LAB,3865 JACKSON ST,12,19990201,NULL,2,92503,6,65,U,40140,NULL,NULL,NULL,NULL,NULL,NULL,RIVERSIDE COUNTY,2400720,2208502,92,1395539,58.1,1017612,42.4,192218,8,50,65,NULL,RIVERSIDE COUNTY,2400720,35.6,718733,72.4,27.6,3.32,3.95,89658,18.1,122152,6.8,5.3,1188993,49.1,851484,35.1,147495,6.1,11358,0.5,155732,6.4,4664,0.2,8014,0.3,55526,2.3,78.8,21.2,49.8,2264417,40.7,15.4,27,-117.4398166,33.9269682,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,d,"3865 JACKSON STREET
                RIVERSIDE, CA 92503-3998",925033998
1,22,RIVERSIDE,N,NULL,430,NULL,19921221,N,RIVERSIDE COMMUNITY HOSPITAL CLINICAL LABORATORY,NULL,NULL,19921221,NULL,NULL,05D0575378,9,Y,CA,5,M1,4445 MAGNOLIA AVE,0,20190227,NULL,3,92501,6,65,U,40140,NULL,NULL,NULL,NULL,NULL,NULL,RIVERSIDE CITY,325167,297047,91.4,187191,57.6,129149,39.7,28120,8.6,160,65,62000,RIVERSIDE COUNTY,2400720,35.6,718733,72.4,27.6,3.32,3.95,89658,18.1,122152,6.8,5.3,1188993,49.1,851484,35.1,147495,6.1,11358,0.5,155732,6.4,4664,0.2,8014,0.3,55526,2.3,78.8,21.2,49.8,2264417,40.7,15.4,22,-117.3816002,33.9767808,RIVERSIDE COMMUNITY HOSPITAL,c,"4445 MAGNOLIA AVENUE
                RIVERSIDE, CA 92501-4199",925014199
1,22,RIVERSIDE,N,A,430,NULL,20110722,Y,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,NULL,NULL,19921228,NULL,NULL,05D0575478,9,N,CA,5,LAB,3865 JACKSON ST,0,20190102,5,6,92503,6,65,U,40140,NULL,NULL,NULL,NULL,NULL,NULL,RIVERSIDE CITY,325167,297047,91.4,187191,57.6,129149,39.7,28120,8.6,160,65,62000,RIVERSIDE COUNTY,2400720,35.6,718733,72.4,27.6,3.32,3.95,89658,18.1,122152,6.8,5.3,1188993,49.1,851484,35.1,147495,6.1,11358,0.5,155732,6.4,4664,0.2,8014,0.3,55526,2.3,78.8,21.2,49.8,2264417,40.7,15.4,27,-117.4398166,33.9269682,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,d,"3865 JACKSON STREET
                RIVERSIDE, CA 92503-3998",925033998
1,22,RIVERSIDE,N,NULL,430,NULL,19921228,N,PARKVIEW COMM HOSPITAL MED CTR NICU,NULL,NULL,19921228,NULL,NULL,05D0575483,9,Y,CA,5,LAB,3865 JACKSON ST,12,19990201,NULL,2,92503,6,65,U,40140,NULL,NULL,NULL,NULL,NULL,NULL,RIVERSIDE CITY,325167,297047,91.4,187191,57.6,129149,39.7,28120,8.6,160,65,62000,RIVERSIDE COUNTY,2400720,35.6,718733,72.4,27.6,3.32,3.95,89658,18.1,122152,6.8,5.3,1188993,49.1,851484,35.1,147495,6.1,11358,0.5,155732,6.4,4664,0.2,8014,0.3,55526,2.3,78.8,21.2,49.8,2264417,40.7,15.4,27,-117.4398166,33.9269682,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,d,"3865 JACKSON STREET
                RIVERSIDE, CA 92503-3998",925033998
1,22,MORENO VALLEY,N,NULL,430,NULL,19921230,N,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,NULL,NULL,19921230,NULL,NULL,05D0573874,9,Y,CA,5,M1,27300 IRIS AVE,0,20191130,NULL,3,92555,6,65,U,40140,05D0702579,05D0702618,05D1002845,05D1002847,NULL,NULL,MORENO VALLEY CITY,206570,187367,90.7,107527,52.1,91471,44.3,19203,9.3,160,65,49270,MORENO VALLEY CITY,206570,30.5,48908,83.8,16.2,4.22,4.56,N,N,6710,4.5,1.8,128912,62.2,27586,13.3,32932,15.9,998,0.5,12510,6,1180,0.6,224,0.1,2869,1.4,75.5,24.5,50,192423,51.3,19.1,10,-117.186026,33.897404,KAISER PERMANENTE MORENO VALLEY MEDICAL CENTER,a,"27300 IRIS AVENUE
                MORENO VALLEY, CA 92555-4800",925554800
1,22,MORENO VALLEY,N,A,430,NULL,20100922,Y,RIVERSIDE UNIVERSITY HEALTH SYSTEM MEDICAL CENTER,NULL,NULL,19930119,NULL,NULL,05D0575495,9,N,CA,5,M1,26520 CACTUS AVE,0,20190102,5,6,92555,6,65,U,40140,NULL,NULL,NULL,NULL,NULL,NULL,MORENO VALLEY CITY,206570,187367,90.7,107527,52.1,91471,44.3,19203,9.3,160,65,49270,MORENO VALLEY CITY,206570,30.5,48908,83.8,16.2,4.22,4.56,N,N,6710,4.5,1.8,128912,62.2,27586,13.3,32932,15.9,998,0.5,12510,6,1180,0.6,224,0.1,2869,1.4,75.5,24.5,50,192423,51.3,19.1,11,-117.1960044,33.9121777,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,c,"26520 CACTUS AVENUE
                MORENO VALLEY, CA 92555-3911",925553911
1,22,MURRIETA,Y,A,430,05D0867215,19940627,Y,SOUTHWEST HEALTHCARE SYSTEM CLINICAL LABORATORY,542,NULL,19920901,NULL,NULL,05D0573891,9,N,CA,5,M1,25500 MEDICAL CENTER DRIVE,0,20190718,1,4,92562,6,65,U,40140,NULL,05D0963284,NULL,NULL,NULL,NULL,MURRIETA CITY,112612,106663,94.7,78619,69.8,38771,34.4,5949,5.3,160,65,50076,MURRIETA CITY,112612,34.9,32407,78.5,21.5,3.48,3.9,4768,28.1,8641,11,7,31866,28.1,58953,52,5007,4.4,310,0.3,10028,8.8,173,0.2,319,0.3,6660,5.9,86.6,13.4,71.6,104337,22,7.3,20,-117.1839316,33.5589878,RANCHO SPRINGS MEDICAL CENTER,a,"25500 MEDICAL CENTER DRIVE
                MURRIETA, CA 92562-5965",925625965
1,22,RIVERSIDE,N,NULL,430,NULL,19921221,N,RIVERSIDE COMMUNITY HOSPITAL CLINICAL LABORATORY,NULL,NULL,19921221,NULL,NULL,05D0575378,9,Y,CA,5,M1,4445 MAGNOLIA AVE,0,20190227,NULL,3,92501,6,65,U,40140,NULL,NULL,NULL,NULL,NULL,NULL,RIVERSIDE COUNTY,2400720,2208502,92,1395539,58.1,1017612,42.4,192218,8,50,65,NULL,RIVERSIDE CITY,325167,30.9,86905,74.6,25.4,3.6,4.1,10619,18.9,14108,5.7,8,179418,54.7,92379,28.2,20192,6.2,221,0.1,26714,8.2,272,0.1,2235,0.7,6291,1.9,76.8,23.2,43.8,306903,45,14.8,22,-117.3816002,33.9767808,RIVERSIDE COMMUNITY HOSPITAL,c,"4445 MAGNOLIA AVENUE
                RIVERSIDE, CA 92501-4199",925014199
1,22,RIVERSIDE,N,A,430,NULL,20110722,Y,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,NULL,NULL,19921228,NULL,NULL,05D0575478,9,N,CA,5,LAB,3865 JACKSON ST,0,20190102,5,6,92503,6,65,U,40140,NULL,NULL,NULL,NULL,NULL,NULL,RIVERSIDE COUNTY,2400720,2208502,92,1395539,58.1,1017612,42.4,192218,8,50,65,NULL,RIVERSIDE CITY,325167,30.9,86905,74.6,25.4,3.6,4.1,10619,18.9,14108,5.7,8,179418,54.7,92379,28.2,20192,6.2,221,0.1,26714,8.2,272,0.1,2235,0.7,6291,1.9,76.8,23.2,43.8,306903,45,14.8,27,-117.4398166,33.9269682,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,d,"3865 JACKSON STREET
                RIVERSIDE, CA 92503-3998",925033998
1,22,RIVERSIDE,N,NULL,430,NULL,19921228,N,PARKVIEW COMM HOSPITAL MED CTR NICU,NULL,NULL,19921228,NULL,NULL,05D0575483,9,Y,CA,5,LAB,3865 JACKSON ST,12,19990201,NULL,2,92503,6,65,U,40140,NULL,NULL,NULL,NULL,NULL,NULL,RIVERSIDE COUNTY,2400720,2208502,92,1395539,58.1,1017612,42.4,192218,8,50,65,NULL,RIVERSIDE CITY,325167,30.9,86905,74.6,25.4,3.6,4.1,10619,18.9,14108,5.7,8,179418,54.7,92379,28.2,20192,6.2,221,0.1,26714,8.2,272,0.1,2235,0.7,6291,1.9,76.8,23.2,43.8,306903,45,14.8,27,-117.4398166,33.9269682,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,d,"3865 JACKSON STREET
                RIVERSIDE, CA 92503-3998",925033998
